,codigo_ibge,nome_municipio,nome_uf
4263,5304409,Caiapônia,GO
4264,5304508,Caldas Novas,GO
4265,5304557,Caldazinha,GO
4266,5304607,Campestre de Goiás,GO
4267,5304656,Campinaçu,GO
4268,5304706,Campinorte,GO
4269,5304805,Campo Alegre de Goiás,GO
4270,5304854,Campo Limpo de Goiás,GO
4271,5304904,Campos Belos,GO
4272,5304953,Campos Verdes,GO
4273,5305000,Carmo do Rio Verde,GO
4274,5305059,Castelândia,GO
4275,5305109,Catalão,GO
4276,5305208,Caturaí,GO
4277,5305307,Cavalcante,GO
4278,5305406,Ceres,GO
4279,5305455,Cezarina,GO
4280,5305471,Chapadão do Céu,GO
4281,5305497,Cidade Ocidental,GO
4282,5305513,Cocalzinho de Goiás,GO
4283,5305521,Colinas do Sul,GO
4284,5305703,Córrego do Ouro,GO
4285,5305802,Corumbá de Goiás,GO
4286,5305901,Corumbaíba,GO
4287,5306206,Cristalina,GO
4288,5306305,Cristianópolis,GO
4289,5306404,Crixás,GO
4290,5306503,Cromínia,GO
4291,5306602,Cumari,GO
4292,5306701,Damianópolis,GO
4293,5306800,Damolândia,GO
4294,5306909,Davinópolis,GO
4295,5307105,Diorama,GO
4296,5307253,Doverlândia,GO
4297,5307352,Edealina,GO
4298,5307402,Edéia,GO
4299,5307501,Estrela do Norte,GO
4300,5307535,Faina,GO
4301,5307600,Fazenda Nova,GO
4302,5307808,Firminópolis,GO
4303,5307907,Flores de Goiás,GO
4304,5308004,Formosa,GO
4305,5308103,Formoso,GO
4306,5308152,Gameleira de Goiás,GO
4307,5308301,Divinópolis de Goiás,GO
4308,5308400,Goianápolis,GO
4309,5308509,Goiandira,GO
4310,5308608,Goianésia,GO
4311,5308707,Goiânia,GO
4312,5308806,Goianira,GO
4313,5308905,Goiás,GO
4314,5309101,Goiatuba,GO
4315,5309150,Gouvelândia,GO
4316,5309200,Guapó,GO
4317,5309291,Guaraíta,GO
4318,5309408,Guarani de Goiás,GO
4319,5309457,Guarinos,GO
4320,5309606,Heitoraí,GO
4321,5309705,Hidrolândia,GO
4322,5309804,Hidrolina,GO
4323,5309903,Iaciara,GO
4324,3300506,Bom Jardim,RJ
4325,3300605,Bom Jesus do Itabapoana,RJ
4326,3300704,Cabo Frio,RJ
4327,3300803,Cachoeiras de Macacu,RJ
4328,3300902,Cambuci,RJ
4329,3300936,Carapebus,RJ
4330,3300951,Comendador Levy Gasparian,RJ
4331,3301009,Campos dos Goytacazes,RJ
4332,3301108,Cantagalo,RJ
4333,3301157,Cardoso Moreira,RJ
4334,3301207,Carmo,RJ
4335,3301306,Casimiro de Abreu,RJ
4336,3301405,Conceição de Macabu,RJ
4337,3301504,Cordeiro,RJ
4338,3301603,Duas Barras,RJ
4339,3301702,Duque de Caxias,RJ
4340,3301801,Engenheiro Paulo de Frontin,RJ
4341,3301850,Guapimirim,RJ
4342,3301876,Iguaba Grande,RJ
4343,3301900,Itaboraí,RJ
4344,3302007,Itaguaí,RJ
4345,3302056,Italva,RJ
4346,3302106,Itaocara,RJ
4347,3302205,Itaperuna,RJ
4348,3302254,Itatiaia,RJ
4349,3302270,Japeri,RJ
4350,3302304,Laje do Muriaé,RJ
4351,3302403,Macaé,RJ
4352,3302452,Macuco,RJ
4353,3302502,Magé,RJ
4354,3302601,Mangaratiba,RJ
4355,3302700,Maricá,RJ
4356,3302809,Mendes,RJ
4357,3302858,Mesquita,RJ
4358,3302908,Miguel Pereira,RJ
4359,3303005,Miracema,RJ
4360,3303104,Natividade,RJ
4361,3303203,Nilópolis,RJ
4362,3303302,Niterói,RJ
4363,3303401,Nova Friburgo,RJ
4364,3303500,Nova Iguaçu,RJ
4365,3303609,Paracambi,RJ
4366,3303708,Paraíba do Sul,RJ
4367,3303807,Parati,RJ
4368,3303856,Paty do Alferes,RJ
4369,3303906,Petrópolis,RJ
4370,3303955,Pinheiral,RJ
4371,3304003,Piraí,RJ
4372,3304102,Porciúncula,RJ
4373,3304110,Porto Real,RJ
4374,3304128,Quatis,RJ
4375,4200051,Abdon Batista,SC
4376,4200101,Abelardo Luz,SC
4377,4200200,Agrolândia,SC
4378,4200309,Agronômica,SC
4379,4200408,Água Doce,SC
4380,4200507,Águas de Chapecó,SC
4381,4200556,Águas Frias,SC
4382,4200606,Águas Mornas,SC
4383,4200705,Alfredo Wagner,SC
4384,4200754,Alto Bela Vista,SC
4385,4200804,Anchieta,SC
4386,4200903,Angelina,SC
4387,4201000,Anita Garibaldi,SC
4388,4201109,Anitápolis,SC
4389,4201208,Antônio Carlos,SC
4390,4201257,Apiúna,SC
4391,4201273,Arabutã,SC
4392,4201307,Araquari,SC
4393,4201406,Araranguá,SC
4394,4201505,Armazém,SC
4395,4201604,Arroio Trinta,SC
4396,4201653,Arvoredo,SC
4397,4201703,Ascurra,SC
4398,4201802,Atalanta,SC
4399,4201901,Aurora,SC
4400,4201950,Balneário Arroio do Silva,SC
4401,4202008,Balneário Camboriú,SC
4402,4202057,Balneário Barra do Sul,SC
4403,4202073,Balneário Gaivota,SC
4404,4202081,Bandeirante,SC
4405,4202099,Barra Bonita,SC
4406,4202107,Barra Velha,SC
4407,4202131,Bela Vista do Toldo,SC
4408,4202156,Belmonte,SC
4409,4202206,Benedito Novo,SC
4410,4202305,Biguaçu,SC
4411,4202404,Blumenau,SC
4412,4202438,Bocaina do Sul,SC
4413,4202453,Bombinhas,SC
4414,4202503,Bom Jardim da Serra,SC
4415,4202537,Bom Jesus,SC
4416,4202578,Bom Jesus do Oeste,SC
4417,4202602,Bom Retiro,SC
4418,4202701,Botuverá,SC
4419,4202800,Braço do Norte,SC
4420,4202859,Braço do Trombudo,SC
4421,4202875,Brunópolis,SC
4422,4202909,Brusque,SC
4423,4203006,Caçador,SC
4424,4203105,Caibi,SC
4425,4203154,Calmon,SC
4426,4203204,Camboriú,SC
4427,4203253,Capão Alto,SC
4428,4203303,Campo Alegre,SC
4429,4203402,Campo Belo do Sul,SC
4430,4203501,Campo Erê,SC
4431,4203600,Campos Novos,SC
4432,4203709,Canelinha,SC
4433,4203808,Canoinhas,SC
4434,4203907,Capinzal,SC
4435,4203956,Capivari de Baixo,SC
4436,4204004,Catanduvas,SC
4437,4204103,Caxambu do Sul,SC
4438,4204152,Celso Ramos,SC
4439,4204178,Cerro Negro,SC
4440,4204194,Chapadão do Lageado,SC
4441,4204202,Chapecó,SC
4442,4204251,Cocal do Sul,SC
4443,4204301,Concórdia,SC
4444,4204350,Cordilheira Alta,SC
4445,4204400,Coronel Freitas,SC
4446,4204459,Coronel Martins,SC
4447,4204509,Corupá,SC
4448,4204558,Correia Pinto,SC
4449,4204608,Criciúma,SC
4450,4204707,Cunha Porã,SC
4451,5309937,Inaciolândia,GO
4452,5309952,Indiara,GO
4453,5310000,Inhumas,GO
4454,5310109,Ipameri,GO
4455,5310158,Ipiranga de Goiás,GO
4456,5310208,Iporá,GO
4457,5310307,Israelândia,GO
4458,5310406,Itaberaí,GO
4459,5310562,Itaguari,GO
4460,5310604,Itaguaru,GO
4461,5310802,Itajá,GO
4462,5310901,Itapaci,GO
4463,5311008,Itapirapuã,GO
4464,5311206,Itapuranga,GO
4465,5311305,Itarumã,GO
4466,5311404,Itauçu,GO
4467,5311503,Itumbiara,GO
4468,5311602,Ivolândia,GO
4469,5311701,Jandaia,GO
4470,5311800,Jaraguá,GO
4471,5311909,Jataí,GO
4472,5312006,Jaupaci,GO
4473,5312055,Jesúpolis,GO
4474,5312105,Joviânia,GO
4475,5312204,Jussara,GO
4476,5312253,Lagoa Santa,GO
4477,5312303,Leopoldo de Bulhões,GO
4478,5312501,Luziânia,GO
4479,5312600,Mairipotaba,GO
4480,5312709,Mambaí,GO
4481,5312808,Mara Rosa,GO
4482,5312907,Marzagão,GO
4483,5312956,Matrinchã,GO
4484,5313004,Maurilândia,GO
4485,5313053,Mimoso de Goiás,GO
4486,5313087,Minaçu,GO
4487,5313103,Mineiros,GO
4488,5313400,Moiporá,GO
4489,5313509,Monte Alegre de Goiás,GO
4490,5313707,Montes Claros de Goiás,GO
4491,5313756,Montividiu,GO
4492,5313772,Montividiu do Norte,GO
4493,5313806,Morrinhos,GO
4494,5313855,Morro Agudo de Goiás,GO
4495,5313905,Mossâmedes,GO
4496,5314002,Mozarlândia,GO
4497,5314051,Mundo Novo,GO
4498,5314101,Mutunópolis,GO
4499,5314408,Nazário,GO
4500,5314507,Nerópolis,GO
4501,5314606,Niquelândia,GO
4502,5314705,Nova América,GO
4503,5314804,Nova Aurora,GO
4504,5314838,Nova Crixás,GO
4505,5314861,Nova Glória,GO
4506,5314879,Nova Iguaçu de Goiás,GO
4507,5314903,Nova Roma,GO
4508,5315009,Nova Veneza,GO
4509,5315207,Novo Brasil,GO
4510,5315231,Novo Gama,GO
4511,5315256,Novo Planalto,GO
4512,5315306,Orizona,GO
4513,5315405,Ouro Verde de Goiás,GO
4514,5315504,Ouvidor,GO
4515,5315603,Padre Bernardo,GO
4516,5315652,Palestina de Goiás,GO
4517,5315702,Palmeiras de Goiás,GO
4518,5315801,Palmelo,GO
4519,5315900,Palminópolis,GO
4520,5316007,Panamá,GO
4521,5316304,Paranaiguara,GO
4522,5316403,Paraúna,GO
4523,5316452,Perolândia,GO
4524,5316809,Petrolina de Goiás,GO
4525,5316908,Pilar de Goiás,GO
4526,5317104,Piracanjuba,GO
4527,5317203,Piranhas,GO
4528,5317302,Pirenópolis,GO
4529,5317401,Pires do Rio,GO
4530,5317609,Planaltina,GO
4531,5317708,Pontalina,GO
4532,5318003,Porangatu,GO
4533,5318052,Porteirão,GO
4534,5318102,Portelândia,GO
4535,5318300,Posse,GO
4536,5318391,Professor Jamil,GO
4537,5318508,Quirinópolis,GO
4538,5318607,Rialma,GO
4539,5318706,Rianápolis,GO
4540,5318789,Rio Quente,GO
4541,5318805,Rio Verde,GO
4542,5318904,Rubiataba,GO
4543,5319001,Sanclerlândia,GO
4544,5319100,Santa Bárbara de Goiás,GO
4545,5319209,Santa Cruz de Goiás,GO
4546,5319258,Santa Fé de Goiás,GO
4547,5319308,Santa Helena de Goiás,GO
4548,5319357,Santa Isabel,GO
4549,5319407,Santa Rita do Araguaia,GO
4550,5319456,Santa Rita do Novo Destino,GO
4551,5319506,Santa Rosa de Goiás,GO
4552,5319605,Santa Tereza de Goiás,GO
4553,5319704,Santa Terezinha de Goiás,GO
4554,5319712,Santo Antônio da Barra,GO
4555,5319738,Santo Antônio de Goiás,GO
4556,5319753,Santo Antônio do Descoberto,GO
4557,5319803,São Domingos,GO
4558,5319902,São Francisco de Goiás,GO
4559,5320009,São João d'Aliança,GO
4560,5320058,São João da Paraúna,GO
4561,5320108,São Luís de Montes Belos,GO
4562,5320157,São Luíz do Norte,GO
4563,5320207,São Miguel do Araguaia,GO
4564,5320264,São Miguel do Passa Quatro,GO
4565,5320280,São Patrício,GO
4566,5320405,São Simão,GO
4567,5320454,Senador Canedo,GO
4568,5320504,Serranópolis,GO
4569,5320603,Silvânia,GO
4570,5320686,Simolândia,GO
4571,5320702,Sítio d'Abadia,GO
4572,5321007,Taquaral de Goiás,GO
4573,5321080,Teresina de Goiás,GO
4574,5321197,Terezópolis de Goiás,GO
4575,5321304,Três Ranchos,GO
4576,5321403,Trindade,GO
4577,5321452,Trombas,GO
4578,5321502,Turvânia,GO
4579,5321551,Turvelândia,GO
4580,5321577,Uirapuru,GO
4581,5321601,Uruaçu,GO
4582,5321700,Uruana,GO
4583,5321809,Urutaí,GO
4584,5321858,Valparaíso de Goiás,GO
4585,5321908,Varjão,GO
4586,5322005,Vianópolis,GO
4587,5322054,Vicentinópolis,GO
4588,5322203,Vila Boa,GO
4589,5322302,Vila Propício,GO
4590,9300000,Exterior,EX
4591,5400108,Brasília,DF
4592,5104526,Ipiranga do Norte,MT
4593,9999999,Município Não Declarado,ND
4594,3449300,São João do Pau d'Alho,SP
4595,3449409,São Joaquim da Barra,SP
4596,3449508,São José da Bela Vista,SP
4597,3449607,São José do Barreiro,SP
4598,3449706,São José do Rio Pardo,SP
4599,3449805,São José do Rio Preto,SP
4600,3449904,São José dos Campos,SP
4601,3449953,São Lourenço da Serra,SP
4602,3450001,São Luís do Paraitinga,SP
4603,3450100,São Manuel,SP
4604,3450209,São Miguel Arcanjo,SP
4605,3450308,São Paulo,SP
4606,3450407,São Pedro,SP
4607,3450506,São Pedro do Turvo,SP
4608,3450605,São Roque,SP
4609,3450704,São Sebastião,SP
4610,3450803,São Sebastião da Grama,SP
4611,3450902,São Simão,SP
4612,3451009,São Vicente,SP
4613,3451108,Sarapuí,SP
4614,3451207,Sarutaiá,SP
4615,3451306,Sebastianópolis do Sul,SP
4616,3451405,Serra Azul,SP
4617,3451504,Serrana,SP
4618,3451603,Serra Negra,SP
4619,3451702,Sertãozinho,SP
4620,3451801,Sete Barras,SP
4621,3451900,Severínia,SP
4622,3452007,Silveiras,SP
4623,3452106,Socorro,SP
4624,3452205,Sorocaba,SP
4625,3452304,Sud Mennucci,SP
4626,3452403,Sumaré,SP
4627,3452502,Suzano,SP
4628,3452551,Suzanápolis,SP
4629,3452601,Tabapuã,SP
4630,3452700,Tabatinga,SP
4631,3452809,Taboão da Serra,SP
4632,3452908,Taciba,SP
4633,3453005,Taguaí,SP
4634,3453104,Taiaçu,SP
4635,3453203,Taiúva,SP
4636,3453302,Tambaú,SP
4637,3453401,Tanabi,SP
4638,3453500,Tapiraí,SP
4639,3453609,Tapiratiba,SP
4640,3453658,Taquaral,SP
4641,3453708,Taquaritinga,SP
4642,3453807,Taquarituba,SP
4643,3453856,Taquarivaí,SP
4644,3453906,Tarabai,SP
4645,3453955,Tarumã,SP
4646,3454003,Tatuí,SP
4647,3454102,Taubaté,SP
4648,3454201,Tejupá,SP
4649,3454300,Teodoro Sampaio,SP
4650,3454409,Terra Roxa,SP
4651,3454508,Tietê,SP
4652,3454607,Timburi,SP
4653,3454656,Torre de Pedra,SP
4654,3454706,Torrinha,SP
4655,3454755,Trabiju,SP
4656,3454805,Tremembé,SP
4657,3454904,Três Fronteiras,SP
4658,3454953,Tuiuti,SP
4659,3455000,Tupã,SP
4660,3455109,Tupi Paulista,SP
4661,3455208,Turiúba,SP
4662,3455307,Turmalina,SP
4663,3455356,Ubarana,SP
4664,3455406,Ubatuba,SP
4665,3455505,Ubirajara,SP
4666,3455604,Uchoa,SP
4667,3455703,União Paulista,SP
4668,3455802,Urânia,SP
4669,3455901,Uru,SP
4670,3456008,Urupês,SP
4671,3456107,Valentim Gentil,SP
4672,3456206,Valinhos,SP
4673,3456305,Valparaíso,SP
4674,3456354,Vargem,SP
4675,3456404,Vargem Grande do Sul,SP
4676,3456453,Vargem Grande Paulista,SP
4677,3456503,Várzea Paulista,SP
4678,3456602,Vera Cruz,SP
4679,3456701,Vinhedo,SP
4680,3456800,Viradouro,SP
4681,3456909,Vista Alegre do Alto,SP
4682,3456958,Vitória Brasil,SP
4683,3457006,Votorantim,SP
4684,3457105,Votuporanga,SP
4685,3457154,Zacarias,SP
4686,3457204,Chavantes,SP
4687,3457303,Estiva Gerbi,SP
4688,4100103,Abatiá,PR
4689,4100202,Adrianópolis,PR
4690,4100301,Agudos do Sul,PR
4691,4100400,Almirante Tamandaré,PR
4692,4100459,Altamira do Paraná,PR
4693,4100509,Altônia,PR
4694,4100608,Alto Paraná,PR
4695,4100707,Alto Piquiri,PR
4696,4100806,Alvorada do Sul,PR
4697,4100905,Amaporã,PR
4698,4101002,Ampére,PR
4699,4101051,Anahy,PR
4700,4101101,Andirá,PR
4701,4101150,Ângulo,PR
4702,4101200,Antonina,PR
4703,4101309,Antônio Olinto,PR
4704,4101408,Apucarana,PR
4705,4101507,Arapongas,PR
4706,4101606,Arapoti,PR
4707,4101655,Arapuã,PR
4708,4101705,Araruna,PR
4709,4101804,Araucária,PR
4710,4101853,Ariranha do Ivaí,PR
4711,4101903,Assaí,PR
4712,4102000,Assis Chateaubriand,PR
4713,4102109,Astorga,PR
4714,4102208,Atalaia,PR
4715,4102307,Balsa Nova,PR
4716,4102406,Bandeirantes,PR
4717,4102505,Barbosa Ferraz,PR
4718,4102604,Barracão,PR
4719,4102703,Barra do Jacaré,PR
4720,4102752,Bela Vista da Caroba,PR
4721,4102802,Bela Vista do Paraíso,PR
4722,4102901,Bituruna,PR
4723,4103008,Boa Esperança,PR
4724,4103024,Boa Esperança do Iguaçu,PR
4725,4306502,Dom Feliciano,RS
4726,4306551,Dom Pedro de Alcântara,RS
4727,4306601,Dom Pedrito,RS
4728,4306700,Dona Francisca,RS
4729,4306734,Doutor Maurício Cardoso,RS
4730,4306759,Doutor Ricardo,RS
4731,4306767,Eldorado do Sul,RS
4732,4306809,Encantado,RS
4733,4306908,Encruzilhada do Sul,RS
4734,4306924,Engenho Velho,RS
4735,4306932,Entre-Ijuís,RS
4736,4306957,Entre Rios do Sul,RS
4737,4306973,Erebango,RS
4738,4307005,Erechim,RS
4739,4307054,Ernestina,RS
4740,4307104,Herval,RS
4741,4307203,Erval Grande,RS
4742,4307302,Erval Seco,RS
4743,4307401,Esmeralda,RS
4744,4307450,Esperança do Sul,RS
4745,4307500,Espumoso,RS
4746,4307559,Estação,RS
4747,4307609,Estância Velha,RS
4748,4307708,Esteio,RS
4749,4307807,Estrela,RS
4750,4307815,Estrela Velha,RS
4751,4307831,Eugênio de Castro,RS
4752,4307864,Fagundes Varela,RS
4753,4307906,Farroupilha,RS
4754,4308003,Faxinal do Soturno,RS
4755,4308052,Faxinalzinho,RS
4756,4308078,Fazenda Vilanova,RS
4757,4308102,Feliz,RS
4758,4308201,Flores da Cunha,RS
4759,4308250,Floriano Peixoto,RS
4760,4308300,Fontoura Xavier,RS
4761,4308409,Formigueiro,RS
4762,4308433,Forquetinha,RS
4763,4308458,Fortaleza dos Valos,RS
4764,4308508,Frederico Westphalen,RS
4765,4308607,Garibaldi,RS
4766,4308656,Garruchos,RS
4767,4308706,Gaurama,RS
4768,4308805,General Câmara,RS
4769,4308854,Gentil,RS
4770,4308904,Getúlio Vargas,RS
4771,4309001,Giruá,RS
4772,4309050,Glorinha,RS
4773,4309100,Gramado,RS
4774,4309126,Gramado dos Loureiros,RS
4775,4309159,Gramado Xavier,RS
4776,4309209,Gravataí,RS
4777,4309258,Guabiju,RS
4778,4309308,Guaíba,RS
4779,4309407,Guaporé,RS
4780,4309506,Guarani das Missões,RS
4781,4309555,Harmonia,RS
4782,4309571,Herveiras,RS
4783,4309605,Horizontina,RS
4784,4309654,Hulha Negra,RS
4785,4309704,Humaitá,RS
4786,4309753,Ibarama,RS
4787,4309803,Ibiaçá,RS
4788,4309902,Ibiraiaras,RS
4789,4309951,Ibirapuitã,RS
4790,4310009,Ibirubá,RS
4791,4310108,Igrejinha,RS
4792,4310207,Ijuí,RS
4793,4310306,Ilópolis,RS
4794,4310330,Imbé,RS
4795,4310363,Imigrante,RS
4796,4310405,Independência,RS
4797,4310413,Inhacorá,RS
4798,4310439,Ipê,RS
4799,4310462,Ipiranga do Sul,RS
4800,4310504,Iraí,RS
4801,4310538,Itaara,RS
4802,4310553,Itacurubi,RS
4803,4310579,Itapuca,RS
4804,4310603,Itaqui,RS
4805,4310652,Itati,RS
4806,4310702,Itatiba do Sul,RS
4807,4310751,Ivorá,RS
4808,4310801,Ivoti,RS
4809,4310850,Jaboticaba,RS
4810,4310876,Jacuizinho,RS
4811,4310900,Jacutinga,RS
4812,4311007,Jaguarão,RS
4813,4311106,Jaguari,RS
4814,4311122,Jaquirana,RS
4815,4311130,Jari,RS
4816,4311155,Jóia,RS
4817,4311205,Júlio de Castilhos,RS
4818,4311239,Lagoa Bonita do Sul,RS
4819,4311254,Lagoão,RS
4820,4311270,Lagoa dos Três Cantos,RS
4821,4311304,Lagoa Vermelha,RS
4822,4311403,Lajeado,RS
4823,4311429,Lajeado do Bugre,RS
4824,4311502,Lavras do Sul,RS
4825,4311601,Liberato Salzano,RS
4826,4311627,Lindolfo Collor,RS
4827,4311643,Linha Nova,RS
4828,4311700,Machadinho,RS
4829,4311718,Maçambara,RS
4830,4311734,Mampituba,RS
4831,4311759,Manoel Viana,RS
4832,4311775,Maquiné,RS
4833,4311791,Maratá,RS
4834,4311809,Marau,RS
4835,4311908,Marcelino Ramos,RS
4836,4311981,Mariana Pimentel,RS
4837,4312005,Mariano Moro,RS
4838,4312054,Marques de Souza,RS
4839,4312104,Mata,RS
4840,4312138,Mato Castelhano,RS
4841,4312153,Mato Leitão,RS
4842,4312179,Mato Queimado,RS
4843,4312203,Maximiliano de Almeida,RS
4844,4312252,Minas do Leão,RS
4845,4312302,Miraguaí,RS
4846,4312351,Montauri,RS
4847,4312377,Monte Alegre dos Campos,RS
4848,4312385,Monte Belo do Sul,RS
4849,4312401,Montenegro,RS
4850,4312427,Mormaço,RS
4851,4312443,Morrinhos do Sul,RS
4852,4312450,Morro Redondo,RS
4853,4312476,Morro Reuter,RS
4854,4312500,Mostardas,RS
4855,4312609,Muçum,RS
4856,4312617,Muitos Capões,RS
4857,4312625,Muliterno,RS
4858,4312658,Não-Me-Toque,RS
4859,4312674,Nicolau Vergueiro,RS
4860,4312708,Nonoai,RS
4861,4312757,Nova Alvorada,RS
4862,4312807,Nova Araçá,RS
4863,4312906,Nova Bassano,RS
4864,4312955,Nova Boa Vista,RS
4865,4313003,Nova Bréscia,RS
4866,4313011,Nova Candelária,RS
4867,4313037,Nova Esperança do Sul,RS
4868,4313060,Nova Hartz,RS
4869,4313086,Nova Pádua,RS
4870,4313102,Nova Palma,RS
4871,4313201,Nova Petrópolis,RS
4872,4313300,Nova Prata,RS
4873,4313334,Nova Ramada,RS
4874,4313359,Nova Roma do Sul,RS
4875,4313375,Nova Santa Rita,RS
4876,4313391,Novo Cabrais,RS
4877,4313409,Novo Hamburgo,RS
4878,4313425,Novo Machado,RS
4879,4313441,Novo Tiradentes,RS
4880,4313466,Novo Xingu,RS
4881,4313490,Novo Barreiro,RS
4882,4313508,Osório,RS
4883,4313607,Paim Filho,RS
4884,4313656,Palmares do Sul,RS
4885,4313706,Palmeira das Missões,RS
4886,4313805,Palmitinho,RS
4887,4313904,Panambi,RS
4888,4313953,Pantano Grande,RS
4889,4314001,Paraí,RS
4890,4314027,Paraíso do Sul,RS
4891,4314035,Pareci Novo,RS
4892,4314050,Parobé,RS
4893,4314068,Passa Sete,RS
4894,4314076,Passo do Sobrado,RS
4895,4314100,Passo Fundo,RS
4896,4314134,Paulo Bento,RS
4897,4314159,Paverama,RS
4898,4314175,Pedras Altas,RS
4899,4314209,Pedro Osório,RS
4900,4314308,Pejuçara,RS
4901,4314407,Pelotas,RS
4902,4314423,Picada Café,RS
4903,4314456,Pinhal,RS
4904,3425508,Joanópolis,SP
4905,3425607,João Ramalho,SP
4906,3425706,José Bonifácio,SP
4907,3425805,Júlio Mesquita,SP
4908,3425854,Jumirim,SP
4909,3425904,Jundiaí,SP
4910,3426001,Junqueirópolis,SP
4911,3426100,Juquiá,SP
4912,3426209,Juquitiba,SP
4913,3426308,Lagoinha,SP
4914,3426407,Laranjal Paulista,SP
4915,3426506,Lavínia,SP
4916,3426605,Lavrinhas,SP
4917,3426704,Leme,SP
4918,3426803,Lençóis Paulista,SP
4919,3426902,Limeira,SP
4920,3427009,Lindóia,SP
4921,3427108,Lins,SP
4922,3427207,Lorena,SP
4923,3427256,Lourdes,SP
4924,3427306,Louveira,SP
4925,3427405,Lucélia,SP
4926,3427504,Lucianópolis,SP
4927,3427603,Luís Antônio,SP
4928,3427702,Luiziânia,SP
4929,3427801,Lupércio,SP
4930,3427900,Lutécia,SP
4931,3428007,Macatuba,SP
4932,3428106,Macaubal,SP
4933,3428205,Macedônia,SP
4934,3428304,Magda,SP
4935,3428403,Mairinque,SP
4936,3428502,Mairiporã,SP
4937,3428601,Manduri,SP
4938,3428700,Marabá Paulista,SP
4939,3428809,Maracaí,SP
4940,3428858,Marapoama,SP
4941,3428908,Mariápolis,SP
4942,3429005,Marília,SP
4943,3429104,Marinópolis,SP
4944,3429203,Martinópolis,SP
4945,3429302,Matão,SP
4946,3429401,Mauá,SP
4947,3429500,Mendonça,SP
4948,3429609,Meridiano,SP
4949,3429658,Mesópolis,SP
4950,3429708,Miguelópolis,SP
4951,3429807,Mineiros do Tietê,SP
4952,3429906,Miracatu,SP
4953,3430003,Mira Estrela,SP
4954,3430102,Mirandópolis,SP
4955,3430201,Mirante do Paranapanema,SP
4956,3430300,Mirassol,SP
4957,3430409,Mirassolândia,SP
4958,3430508,Mococa,SP
4959,3430607,Mogi das Cruzes,SP
4960,3430706,Mogi Guaçu,SP
4961,3430805,Mogi-Mirim,SP
4962,3430904,Mombuca,SP
4963,3431001,Monções,SP
4964,3431100,Mongaguá,SP
4965,3431209,Monte Alegre do Sul,SP
4966,3431308,Monte Alto,SP
4967,3431407,Monte Aprazível,SP
4968,3431506,Monte Azul Paulista,SP
4969,3431605,Monte Castelo,SP
4970,3431704,Monteiro Lobato,SP
4971,3431803,Monte Mor,SP
4972,3431902,Morro Agudo,SP
4973,3432009,Morungaba,SP
4974,3432058,Motuca,SP
4975,3432108,Murutinga do Sul,SP
4976,3432157,Nantes,SP
4977,3432207,Narandiba,SP
4978,3432306,Natividade da Serra,SP
4979,3432405,Nazaré Paulista,SP
4980,3432504,Neves Paulista,SP
4981,3432603,Nhandeara,SP
4982,3432702,Nipoã,SP
4983,3432801,Nova Aliança,SP
4984,3432827,Nova Campina,SP
4985,3432843,Nova Canaã Paulista,SP
4986,3432868,Nova Castilho,SP
4987,3432900,Nova Europa,SP
4988,3433007,Nova Granada,SP
4989,3433106,Nova Guataporanga,SP
4990,3433205,Nova Independência,SP
4991,3433254,Novais,SP
4992,3433304,Nova Luzitânia,SP
4993,3433403,Nova Odessa,SP
4994,3433502,Novo Horizonte,SP
4995,3433601,Nuporanga,SP
4996,3433700,Ocauçu,SP
4997,3433809,Óleo,SP
4998,3433908,Olímpia,SP
4999,3434005,Onda Verde,SP
5000,3434104,Oriente,SP
5001,3434203,Orindiúva,SP
5002,3434302,Orlândia,SP
5003,3434401,Osasco,SP
5004,3434500,Oscar Bressane,SP
5005,3434609,Osvaldo Cruz,SP
5006,3434708,Ourinhos,SP
5007,3434757,Ouroeste,SP
5008,3434807,Ouro Verde,SP
5009,3434906,Pacaembu,SP
5010,3435002,Palestina,SP
5011,3435101,Palmares Paulista,SP
5012,3435200,Palmeira d'Oeste,SP
5013,3435309,Palmital,SP
5014,3435408,Panorama,SP
5015,3435507,Paraguaçu Paulista,SP
5016,3435606,Paraibuna,SP
5017,3435705,Paraíso,SP
5018,3435804,Paranapanema,SP
5019,3435903,Paranapuã,SP
5020,3436000,Parapuã,SP
5021,3436109,Pardinho,SP
5022,3436208,Pariquera-Açu,SP
5023,3436257,Parisi,SP
5024,3436307,Patrocínio Paulista,SP
5025,3436406,Paulicéia,SP
5026,3436505,Paulínia,SP
5027,3436570,Paulistânia,SP
5028,3436604,Paulo de Faria,SP
5029,3436703,Pederneiras,SP
5030,3436802,Pedra Bela,SP
5031,3436901,Pedranópolis,SP
5032,3437008,Pedregulho,SP
5033,3437107,Pedreira,SP
5034,3437156,Pedrinhas Paulista,SP
5035,3437206,Pedro de Toledo,SP
5036,3437305,Penápolis,SP
5037,4314464,Pinhal da Serra,RS
5038,4314472,Pinhal Grande,RS
5039,4314498,Pinheirinho do Vale,RS
5040,4314506,Pinheiro Machado,RS
5041,4314548,Pinto Bandeira,RS
5042,4314555,Pirapó,RS
5043,4314605,Piratini,RS
5044,4314704,Planalto,RS
5045,4314753,Poço das Antas,RS
5046,4314779,Pontão,RS
5047,4314787,Ponte Preta,RS
5048,4314803,Portão,RS
5049,4314902,Porto Alegre,RS
5050,4315008,Porto Lucena,RS
5051,4315057,Porto Mauá,RS
